"field_id","field_name","unit_name","category_name","item_count","priority","notes"
22432,"Total abdominal adipose tissue index","L/m2","Abdominal composition",9978,9978,"Total abdominal adipose tissue index. Total abdominal fat (VAT+ASAT) normalised by height squared."
22433,"Weight-to-muscle ratio","kg/L","Abdominal composition",9812,9812,"Abdominal weight-to-muscle ratio. Body weight divided by thigh muscle volume."
22434,"Abdominal fat ratio","fraction","Abdominal composition",9797,9797,"Total abdominal fat divided by total abdominal fat and thigh muscle volume. Units of measurement are proportion."
22435,"Muscle fat infiltration","percent","Abdominal composition",9724,9724,"Muscle fat infiltration"
22436,"Liver proton density fat fraction (AMRA)","percent","Abdominal composition",9894,9894,"Liver proton density fat fraction (AMRA)"
22501,"Year ended full time education","calendar year","Work environment",121276,121276,"Year ended full time education"
22503,"Years of cough on most days","years","Medical information",16497,16497,"Participants who indicated they coughed on most days were asked:<br> ""For how many years have you had this cough?"""
22505,"Years of bringing up phlegm/sputum/mucus on most days","years","Medical information",10481,10481,"Participants who indicated they brought up phlegm/sputum/mucus on most days were asked: <br>""For how many years have you had this phlegm/sputum/mucus?"
22507,"Age of stopping smoking","years","Medical information",44008,44008,"Participants who had stopped smoking where asked:<br> ""At what age did you give up?"""
22508,"Amount of tobacco currently smoked",,"Medical information",2873,2873,"Participants who indicated they currently smoked tobacco were asked: <br>""How much do you smoke?"""
22599,"Number of jobs held","jobs","Employment history",118679,118679,"This is the number of jobs described by each participant who completed the Occupational questionnaire."
22602,"Year job started","calendar year","Employment history",402689,402689,"Year job started"
22603,"Year job ended","calendar year","Employment history",402689,402689,"Year job ended"
22605,"Work hours per week - exact value","hours/week","Employment history",115113,115113,"Participants were asked ""On average, how many hours a week did you work?"". They were able to select a lumped category or enter a precise number of hours. This field captures the results for participants who entered a precise number."
22631,"Period spent working day shifts","years","Employment history",2461,2461,"Participants who indicated they worked day shifts (but not for whole of job) were asked: ""For how long did you work days shifts?"""
22641,"Period spent working mix of day and night shifts","years","Employment history",13297,13297,"Participants who indicated they worked a mix of day and night shifts (but not for whole of job) were asked: ""For how long did you work a mixture of day and night shifts?"""
22642,"Usual length of each night shift during mixed shift periods","hours","Employment history",38006,38006,"Participants who worked a mix of day and night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many hours was each night shift usually?"""
22643,"Number of night shifts worked monthly during mixed shift periods","shifts","Employment history",38006,38006,"Participants who worked a mix of day and night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many night shifts a month did you usually work?"""
22644,"Consecutive night shifts during mixed shift periods","shifts","Employment history",38006,38006,"Participants who worked a mix of day and night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many night shifts in a row did you usually work before a change of shift or rest day?"""
22645,"Rest days during mixed shift periods","days","Employment history",32519,32519,"Participants who worked a mix of day and night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many rest days did you usually have after working a block of night shifts?"""
22651,"Period spent working night shifts",,"Employment history",1145,1145,"Participants who indicated they worked night shifts (but not for whole of job) were asked: ""For how long did you work night shifts?"""
22652,"Usual length of each night shift during night shift periods","hours","Employment history",3192,3192,"Participants who worked night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many hours was each night shift usually?"""
22653,"Number of night shifts worked monthly during night shift periods","shifts","Employment history",3192,3192,"Participants who worked night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many night shifts a month did you usually work?"""
22654,"Consecutive night shifts during night shift periods","shifts","Employment history",3192,3192,"Participants who worked night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many night shifts in a row did you usually work before a change of shift or rest day?"""
22655,"Rest days during night shift periods","days","Employment history",3043,3043,"Participants who worked night shifts were asked: <br> ""Please tell us about the most common night shift pattern you had during this time: How many rest days did you usually have after working a block of night shifts?"""
22661,"Number of gap periods",,"Employment history",118679,118679,"This is the number of distinct periods in which a participant was not working in paid employment for at least 20 hours each week."
22663,"Year gap started","calendar year","Employment history",179339,179339,"Year gap started"
22664,"Year gap ended","calendar year","Employment history",179339,179339,"Year gap ended"
22670,"Minimum carotid IMT (intima-medial thickness) at 120 degrees ","micrometres","Carotid ultrasound",48834,48834,"Minimum carotid IMT at 120 degrees (on right side)."
22671,"Mean carotid IMT (intima-medial thickness) at 120 degrees ","micrometres","Carotid ultrasound",48834,48834,"Mean carotid IMT at 120 degrees (on right side)."
22672,"Maximum carotid IMT (intima-medial thickness) at 120 degrees ","micrometres","Carotid ultrasound",48834,48834,"Maximum carotid IMT at 120 degrees (on right side)."
22673,"Minimum carotid IMT (intima-medial thickness) at 150 degrees ","micrometres","Carotid ultrasound",49055,49055,"Minimum carotid IMT at 150 degrees (on right side)."
22674,"Mean carotid IMT (intima-medial thickness) at 150 degrees ","micrometres","Carotid ultrasound",49055,49055,"Mean carotid IMT at 150 degrees (on right side)."
22675,"Maximum carotid IMT (intima-medial thickness) at 150 degrees ","micrometres","Carotid ultrasound",49055,49055,"Maximum carotid IMT at 150 degrees (on right side)."
22676,"Minimum carotid IMT (intima-medial thickness) at 210 degrees ","micrometres","Carotid ultrasound",48959,48959,"Minimum carotid IMT at 210 degrees (on left side)."
22677,"Mean carotid IMT (intima-medial thickness) at 210 degrees ","micrometres","Carotid ultrasound",48959,48959,"Mean carotid IMT at 210 degrees (on left side)."
22678,"Maximum carotid IMT (intima-medial thickness) at 210 degrees ","micrometres","Carotid ultrasound",48959,48959,"Maximum carotid IMT at 210 degrees (on left side)."
22679,"Minimum carotid IMT (intima-medial thickness) at 240 degrees ","micrometres","Carotid ultrasound",48613,48613,"Minimum carotid IMT at 240 degrees (on left side)."
22680,"Mean carotid IMT (intima-medial thickness) at 240 degrees ","micrometres","Carotid ultrasound",48613,48613,"Mean carotid IMT at 240 degrees (on left side)."
22681,"Maximum carotid IMT (intima-medial thickness) at 240 degrees ","micrometres","Carotid ultrasound",48613,48613,"Maximum carotid IMT at 240 degrees (on left side)."
22701,"Home location - east co-ordinate","metre-grid","Home locations",774932,774932,"This location information is based on the postcode for an address at which the participant is believed to have been resident, derived from a number of sources. <p> The location co-ordinates use the Ordnance Survey (OSGB) reference. This East co-ordinate needs to be used in conjunction with the North co-ordinate in ~F22703~. <p> These grid co-ordinates (to a 100m accuracy) will only be released following special approval. For most purposes, grid co-ordinates rounded to a 1Km distance will provide sufficient information on location of residence at assessment. These rounded values are found in ~F22702~ and ~F22704~."
22702,"Home location - east co-ordinate (rounded)","metre-grid","Home locations",774932,774932,"This location information is based on the postcode for an address at which the participant is believed to have been resident, derived from a number of sources. <p> The location co-ordinates use the Ordnance Survey (OSGB) reference, rounded to the nearest Kilometre. This East co-ordinate needs to be used in conjunction with the North co-ordinate in ~F22704~. <p> For most purposes, grid co-ordinates rounded to a 1Km distance will provide sufficient information on location of residence at assessment. Research proposals that require location details to a finer level of granularity (i.e. 100m) should request ~F22701~ and ~F22703~, however special approval will be required to release the more detailed information. <p> In some cases participants will appear to be at the same location at consecutive times. This occurs because there is a difference of under 1Km in the distance between two consecutive locations according to the more granular data."
22703,"Home location - north co-ordinate","metre-grid","Home locations",774932,774932,"This location information is based on the postcode for an address at which the participant is believed to have been resident, derived from a number of sources. <p> The location co-ordinates use the Ordnance Survey (OSGB) reference. This North co-ordinate needs to be used in conjunction with the East co-ordinate in ~F22701~. <p> These grid co-ordinates (to a 100m accuracy) will only be released following special approval. For most purposes, grid co-ordinates rounded to a 1Km distance will provide sufficient information on location of residence at assessment. These rounded values are found in ~F22702~ and ~F22704~."
22704,"Home location - north co-ordinate (rounded)","metre-grid","Home locations",774932,774932,"This location information is based on the postcode for an address at which the participant is believed to have been resident, derived from a number of sources. <p> The location co-ordinates use the Ordnance Survey (OSGB) reference, rounded to the nearest Kilometre. This North co-ordinate needs to be used in conjunction with the East co-ordinate in ~F22702~. <p> For most purposes, grid co-ordinates rounded to a 1Km distance will provide sufficient information on location of residence at assessment. Research proposals that require location details to a finer level of granularity (i.e. 100m) should request ~F22701~ and ~F22703~, however special approval will be required to release the more detailed information. <p> In some cases participants will appear to be at the same location at consecutive times. This occurs because there is a difference of under 1Km in the distance between two consecutive locations according to the more granular data."
22828,"UKB imputation from genotype","blocks","Imputation",-1,-1,"UKB imputation from genotype"
23000,"1gG antigen for Herpes Simplex virus-1",,"Infectious Disease Antigens",9968,9968,"Measured level of 1gG antigen for HSV-1 (Herpes Simplex virus-1)."
23001,"2mgG unique antigen for Herpes Simplex virus-2",,"Infectious Disease Antigens",9968,9968,"Measured level of 2mgG unique antigen for HSV-2 (Herpes Simplex virus-2)."
23002,"gE / gI antigen for Varicella Zoster Virus ",,"Infectious Disease Antigens",9968,9968,"Measured level of gE / gI antigen for VZV (Varicella Zoster Virus )."
23003,"VCA p18 antigen for Epstein-Barr Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of VCA p18 antigen for EBV (Epstein-Barr Virus)."
23004,"EBNA-1 antigen for Epstein-Barr Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of EBNA-1 antigen for EBV (Epstein-Barr Virus)."
23005,"ZEBRA antigen for Epstein-Barr Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of ZEBRA antigen for EBV (Epstein-Barr Virus)."
23006,"EA-D antigen for Epstein-Barr Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of EA-D antigen for EBV (Epstein-Barr Virus)."
23007,"pp150 Nter antigen for Human Cytomegalovirus",,"Infectious Disease Antigens",9968,9968,"Measured level of pp150 Nter antigen for CMV (Human Cytomegalovirus)."
23008,"pp 52 antigen for Human Cytomegalovirus",,"Infectious Disease Antigens",9968,9968,"Measured level of pp 52 antigen for CMV (Human Cytomegalovirus)."
23009,"pp 28 antigen for Human Cytomegalovirus",,"Infectious Disease Antigens",9968,9968,"Measured level of pp 28 antigen for CMV (Human Cytomegalovirus)."
23010,"IE1A antigen for Human Herpesvirus-6",,"Infectious Disease Antigens",9968,9968,"Measured level of IE1A antigen for HHV-6 (Human Herpesvirus-6)."
23011,"IE1B antigen for Human Herpesvirus-6",,"Infectious Disease Antigens",9968,9968,"Measured level of IE1B antigen for HHV-6 (Human Herpesvirus-6)."
23012,"p101 k antigen for Human Herpesvirus-6",,"Infectious Disease Antigens",9968,9968,"Measured level of p101 k antigen for HHV-6 (Human Herpesvirus-6)."
23013,"U14 antigen for Human Herpesvirus-7",,"Infectious Disease Antigens",9968,9968,"Measured level of U14 antigen for HHV-7 (Human Herpesvirus-7)."
23014,"LANA antigen for Kaposi's Sarcoma-Associated Herpesvirus",,"Infectious Disease Antigens",9968,9968,"Measured level of LANA antigen for KSHV (Kaposi's Sarcoma-Associated Herpesvirus)."
23015,"K8.1 antigen for Kaposi's Sarcoma-Associated Herpesvirus",,"Infectious Disease Antigens",9968,9968,"Measured level of K8.1 antigen for KSHV (Kaposi's Sarcoma-Associated Herpesvirus)."
23016,"HBc antigen for Hepatitis B Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of HBc antigen for HBV (Hepatitis B Virus)."
23017,"HBe antigen for Hepatitis B Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of HBe antigen for HBV (Hepatitis B Virus)."
23018,"Core antigen for Hepatitis C Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of Core antigen for HCV (Hepatitis C Virus)."
23019,"NS3 antigen for Hepatitis C Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of NS3 antigen for HCV (Hepatitis C Virus)."
23020,"p22 antigen for Toxoplasma gondii",,"Infectious Disease Antigens",9968,9968,"Measured level of p22 antigen for T. gondii (Toxoplasma gondii)."
23021,"sag1 antigen for Toxoplasma gondii",,"Infectious Disease Antigens",9968,9968,"Measured level of sag1 antigen for T. gondii (Toxoplasma gondii)."
23022,"HTLV-1 gag antigen for Human T-Lymphotropic Virus 1",,"Infectious Disease Antigens",9968,9968,"Measured level of HTLV-1 gag antigen for HTLV-1 (Human T-Lymphotropic Virus 1)."
23023,"HTLV-1 env antigen for Human T-Lymphotropic Virus 1",,"Infectious Disease Antigens",9968,9968,"Measured level of HTLV-1 env antigen for HTLV-1 (Human T-Lymphotropic Virus 1)."
23024,"HIV-1 gag antigen for Human Immunodeficiency Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of HIV-1 gag antigen for HIV-1 (Human Immunodeficiency Virus)."
23025,"HIV-1 env antigen for Human Immunodeficiency Virus",,"Infectious Disease Antigens",9968,9968,"Measured level of HIV-1 env antigen for HIV-1 (Human Immunodeficiency Virus)."
23026,"BK VP1 antigen for Human Polyomavirus BKV",,"Infectious Disease Antigens",9968,9968,"Measured level of BK VP1 antigen for BKV (Human Polyomavirus BKV)."
23027,"JC VP1 antigen for Human Polyomavirus JCV",,"Infectious Disease Antigens",9968,9968,"Measured level of JC VP1 antigen for JCV (Human Polyomavirus JCV)."
23028,"MC VP1 antigen for Merkel Cell Polyomavirus",,"Infectious Disease Antigens",9968,9968,"Measured level of MC VP1 antigen for MCV (Merkel Cell Polyomavirus)."
23029,"L1 antigen for Human Papillomavirus type-16",,"Infectious Disease Antigens",9968,9968,"Measured level of L1 antigen for HPV 16 (Human Papillomavirus type-16)."
23030,"E6 antigen for Human Papillomavirus type-16",,"Infectious Disease Antigens",9968,9968,"Measured level of E6 antigen for HPV 16 (Human Papillomavirus type-16)."
23031,"E7 antigen for Human Papillomavirus type-16",,"Infectious Disease Antigens",9968,9968,"Measured level of E7 antigen for HPV 16 (Human Papillomavirus type-16)."
23032,"L1 antigen for Human Papillomavirus type-18",,"Infectious Disease Antigens",9968,9968,"Measured level of L1 antigen for HPV 18 (Human Papillomavirus type-18)."
23033,"momp D antigen for Chlamydia trachomatis",,"Infectious Disease Antigens",9968,9968,"Measured level of momp D antigen for C. trachomatis (Chlamydia trachomatis)."
23034,"momp A antigen for Chlamydia trachomatis",,"Infectious Disease Antigens",9968,9968,"Measured level of momp A antigen for C. trachomatis (Chlamydia trachomatis)."
23035,"tarp-D F1 antigen for Chlamydia trachomatis",,"Infectious Disease Antigens",9968,9968,"Measured level of tarp-D F1 antigen for C. trachomatis (Chlamydia trachomatis)."
23036,"tarp-D F2 antigen for Chlamydia trachomatis",,"Infectious Disease Antigens",9968,9968,"Measured level of tarp-D F2 antigen for C. trachomatis (Chlamydia trachomatis)."
23037,"PorB antigen for Chlamydia trachomatis",,"Infectious Disease Antigens",9968,9968,"Measured level of PorB antigen for C. trachomatis (Chlamydia trachomatis)."
23038,"pGP3 antigen for Chlamydia trachomatis",,"Infectious Disease Antigens",9968,9968,"Measured level of pGP3 antigen for C. trachomatis (Chlamydia trachomatis)."
23039,"CagA antigen for Helicobacter pylori",,"Infectious Disease Antigens",5075,5075,"Measured level of CagA antigen for H. pylori (Helicobacter pylori)."
23040,"VacA antigen for Helicobacter pylori",,"Infectious Disease Antigens",9968,9968,"Measured level of VacA antigen for H. pylori (Helicobacter pylori)."
23041,"OMP antigen for Helicobacter pylori",,"Infectious Disease Antigens",9968,9968,"Measured level of OMP antigen for H. pylori (Helicobacter pylori)."
23042,"GroEL antigen for Helicobacter pylori",,"Infectious Disease Antigens",9968,9968,"Measured level of GroEL antigen for H. pylori (Helicobacter pylori)."
23043,"Catalase antigen for Helicobacter pylori",,"Infectious Disease Antigens",9968,9968,"Measured level of Catalase antigen for H. pylori (Helicobacter pylori)."
23044,"UreA antigen for Helicobacter pylori",,"Infectious Disease Antigens",9968,9968,"Measured level of UreA antigen for H. pylori (Helicobacter pylori)."
23098,"Weight","Kg","Impedance measures",561522,561522,"Weight of person taken during impedance measurement.<p>0.1 increments. Range 0 - 200Kg."
23099,"Body fat percentage","percent","Impedance measures",561219,561219,"Body composition estimation by impedance measurement. Body fat percentage<p>Body fat percentage. Range 1% - 75% in 0.1% increments."
23100,"Whole body fat mass","Kg","Impedance measures",560611,560611,"Body composition estimation by impedance measurement. Fat mass<p>Total fat mass in Kg, in 0.1Kg increments."
23101,"Whole body fat-free mass","Kg","Impedance measures",561471,561471,"Body composition estimation by impedance measurement. Fat free mass<p>Fat free mass in Kg. Increment in 0.1 Kg"
23102,"Whole body water mass","Kg","Impedance measures",561517,561517,"Body composition estimation by impedance measurement. Body water mass<p>Units in Kg. Increments in 0.1 Kg."
23104,"Body mass index (BMI)","Kg/m2","Impedance measures",561514,561514,"Body composition estimation by impedance measurement. Body Mass Index.<p>Increments of 0.1 ."
23105,"Basal metabolic rate","KJ","Impedance measures",561503,561503,"Body composition estimation by impedance measurement. Basal metabolic rate<p>Return value in Kilo- Joules."
23106,"Impedance of whole body","ohms","Impedance measures",561459,561459,"Body composition estimation by impedance measurement. Impedance of whole body. is Range 150 - 1200ohms in 1ohm increments."
23107,"Impedance of leg (right)","ohms","Impedance measures",561492,561492,"Body composition estimation by impedance measurement. Impedance of right leg, oh<p>Measured impedance of right leg. Range 150 - 1200 (ohms) in 1 (ohms) increments."
23108,"Impedance of leg (left)","ohms","Impedance measures",561486,561486,"Body composition estimation by impedance measurement. Impedance of left leg, ohm<p>Measured impedance of left leg. Range 150 - 1200 (ohms) in 1 (ohms) increments."
23109,"Impedance of arm (right)","ohms","Impedance measures",561454,561454,"Body composition estimation by impedance measurement. Impedance of right arm, oh<p>Measured impedance of right arm. Range 150 - 1200 (ohms) in 1 (ohms) increments."
23110,"Impedance of arm (left)","ohms","Impedance measures",561478,561478,"Body composition estimation by impedance measurement. Impedance of left arm, ohm<p>Measured impedance of left arm. Range 150 - 1200 (ohms) in 1 (ohms) increments."
23111,"Leg fat percentage (right)","percent","Impedance measures",561483,561483,"Body composition estimation by impedance measurement. Right leg fat percentages<p>Range 1-75% in 0.1% increments."
23112,"Leg fat mass (right)","Kg","Impedance measures",561474,561474,"Body composition estimation by impedance measurement. Right leg fat mass<p>Right leg fat mass in Kg, 0.1 increments."
23113,"Leg fat-free mass (right)","Kg","Impedance measures",561462,561462,"Body composition estimation by impedance measurement. Right leg fat free mass.<p>Right leg fat free mass in Kg, 0.1 increments."
23114,"Leg predicted mass (right)","Kg","Impedance measures",561461,561461,"Body composition estimation by impedance measurement. Right leg predicted mass.<p>in Kg, 0.1 increments."
23115,"Leg fat percentage (left)","percent","Impedance measures",561451,561451,"Body composition estimation by impedance measurement. Left leg fat percentage<p>Range 1-75% in 0.1% increments."
23116,"Leg fat mass (left)","Kg","Impedance measures",561446,561446,"Body composition estimation by impedance measurement. Left leg fat mass<p>Left leg free mass in Kg, 0.1 increments."
23117,"Leg fat-free mass (left)","Kg","Impedance measures",561427,561427,"Body composition estimation by impedance measurement. Left leg fat free mass.<p>Left leg fat free mass in Kg, 0.1 increments."
23118,"Leg predicted mass (left)","Kg","Impedance measures",561421,561421,"Body composition estimation by impedance measurement. Left leg predicted mass.<p>in Kg, 0.1 increments."
23119,"Arm fat percentage (right)","percent","Impedance measures",561409,561409,"Body composition estimation by impedance measurement. Right arm fat percentage<p>Range 1-75% in 0.1% increments."
23120,"Arm fat mass (right)","Kg","Impedance measures",561374,561374,"Body composition estimation by impedance measurement. Right arm fat mass.<p>Right arm fat mass in Kg, 0.1 increments."
23121,"Arm fat-free mass (right)","Kg","Impedance measures",561371,561371,"Body composition estimation by impedance measurement. Right arm fat free mass<p>Right arm fat free mass in Kg, 0.1 increments."
23122,"Arm predicted mass (right)","Kg","Impedance measures",561363,561363,"Body composition estimation by impedance measurement. Right Arm predicted mass<p>in Kg, 0.1 increments."
23123,"Arm fat percentage (left)","percent","Impedance measures",561340,561340,"Body composition estimation by impedance measurement. Left arm fat percentage<p>Range 1-75% in 0.1% increments."
23124,"Arm fat mass (left)","Kg","Impedance measures",561296,561296,"Body composition estimation by impedance measurement. Left arm fat mass.<p>Left arm fat mass in Kg, 0.1 increments."
23125,"Arm fat-free mass (left)","Kg","Impedance measures",561282,561282,"Body composition estimation by impedance measurement. Left arm fat free mass<p>Left arm fat free mass in Kg, 0.1 increments."
23126,"Arm predicted mass (left)","Kg","Impedance measures",561263,561263,"Body composition estimation by impedance measurement. Left arm predicted mass.<p>in Kg, 0.1 increments."
23127,"Trunk fat percentage","percent","Impedance measures",561220,561220,"Body composition estimation by impedance measurement. Trunk fat percentages<p>Range 1-75% in 0.1% increments."
23128,"Trunk fat mass","Kg","Impedance measures",561193,561193,"Body composition estimation by impedance measurement. Trunk fat mass<p>Trunk fat mass in Kg, 0.1 increments."
23129,"Trunk fat-free mass","Kg","Impedance measures",561109,561109,"Body composition estimation by impedance measurement. Trunk fat free mass.<p>Trunk fat free mass in Kg, 0.1 increments."
23130,"Trunk predicted mass","Kg","Impedance measures",561055,561055,"Body composition estimation by impedance measurement. Trunk predicted mass<p>in Kg, 0.1 increments."
23155,"Population level exome OQFE variants, PLINK format","blocks","Exome sequences",-1,-1,"Population level exome OQFE variants, PLINK format"
23156,"Population level exome OQFE variants, pVCF format","blocks","Exome sequences",-1,-1,"Population level exome OQFE variants, pVCF format"
23195,"Whole genome graph-typer","blocks","Whole genome sequences",-1,-1,"Whole genome graph-typer"
23196,"Whole genome GATK joint call pVCF","blocks","Whole genome sequences",-1,-1,"Whole genome, joint call pVCFS"
23200,"L1-L4 area","cm2","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23201,"L1-L4 average height","cm","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23202,"L1-L4 average width","cm","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23203,"L1-L4 BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23204,"L1-L4 BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23205,"L1-L4 BMD (bone mineral density) T-score","Std.Devs","Bone size, mineral and density by DXA",5120,5120,"Value output by DXA system"
23206,"Femur lower neck BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",2344,2344,"Value output by DXA system"
23207,"Femur lower neck BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",-1,-1,"Value output by DXA system"
23208,"Femur neck BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",5183,5183,"Value output by DXA system"
23209,"Femur neck BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23210,"Femur shaft BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",5168,5168,"Value output by DXA system"
23211,"Femur shaft BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",-1,-1,"Value output by DXA system"
23212,"Femur total BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",5168,5168,"Value output by DXA system"
23213,"Femur total BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",5137,5137,"Value output by DXA system"
23214,"Femur troch BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",5183,5183,"Value output by DXA system"
23215,"Femur troch BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23216,"Femur upper neck BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",2344,2344,"Value output by DXA system"
23217,"Femur upper neck BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",2332,2332,"Value output by DXA system"
23218,"Femur wards BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",5183,5183,"Value output by DXA system"
23219,"Femur wards BMD (bone mineral density) T-score (right)","Std.Devs","Bone size, mineral and density by DXA",5150,5150,"Value output by DXA system"
23220,"Arm BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23221,"Arm BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23222,"Arm BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23223,"Arm BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23224,"Arms BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23225,"Arms BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23226,"Head BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23227,"Leg BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23228,"Leg BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23229,"Leg BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23230,"Legs BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23231,"Legs BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23232,"Pelvis BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23233,"Ribs BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23234,"Spine BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23235,"Total BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23236,"Total BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23237,"Total BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23238,"Total BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23239,"Total BMD (bone mineral density) T-score","Std.Devs","Bone size, mineral and density by DXA",5139,5139,"Value output by DXA system"
23240,"Trunk BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23241,"Trunk BMD (bone mineral density)","g/cm2","Bone size, mineral and density by DXA",5170,5170,"Value output by DXA system"
23242,"Trunk BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23243,"Trunk BMD (bone mineral density) (right)","g/cm2","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23244,"Android bone mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23245,"Android fat mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23246,"Android lean mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23247,"Android tissue fat percentage","percent","Body composition by DXA",5170,5170,"Value output by DXA system"
23248,"Android total mass","kg","Body composition by DXA",5170,5170,"Value output by DXA system"
23249,"Arm fat mass (left)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23250,"Arm lean mass (left)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23251,"Arm tissue fat percentage (left)","percent","Body composition by DXA",4350,4350,"Value output by DXA system"
23252,"Arm total mass (left)","kg","Body composition by DXA",4350,4350,"Value output by DXA system"
23253,"Arm fat mass (right)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23254,"Arm lean mass (right)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23255,"Arm tissue fat percentage (right)","percent","Body composition by DXA",4350,4350,"Value output by DXA system"
23256,"Arm total mass (right)","kg","Body composition by DXA",4350,4350,"Value output by DXA system"
23257,"Arms fat mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23258,"Arms lean mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23259,"Arms tissue fat percentage","percent","Body composition by DXA",5170,5170,"Value output by DXA system"
23260,"Arms total mass","kg","Body composition by DXA",5170,5170,"Value output by DXA system"
23261,"Gynoid bone mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
